Patient ID,H55933,R39465,R39465_,R85482,U14973,R02593,T51496,H80240,T65938,T55131,T72863,H86060_,X63432,H20709,U14971,T52342,L28809,T63508,H09263,T49423,H79852,J02763,R22197,T59954,H80240_,T95018,H86060,T63484,R02593_,M11799,T61609,T62220,T51574,T48041,T96832,H54676,R86975,T63258,control1,control2,control3,control,T57619,T88723,R36455,T61602,T58861,U21909,T61661,control4,control5,control6,control7,T52015,H24754,H22688,T93094,T51560,U12255,R01182,R74349,T48804,H77302,M14630,T63499,T71025,T51534,T69026,H68220,T61661_,X57346,H55758,H43908,H79575,X55715,H13281,R49974,R42570,T47645,M24398,H43908_,M31013,H05803,T56674,T68848,T72938,M94345,R50158,D12686,U09873,T47144,H64398,T87873,M11354,R01124,T95318,H85596,H13194,D45887,T52185,T89730,T57633,T62878,M57710,T72879,T53396,T63370,R91062,T56934,T61446,R78934,Z23115,M86842,T93589,X67325,V00523,L04953,M93009,R09502,H88876,H13292,R44057,R44301,M85085,M84721,M58050,H02611,H21042,M19156,H29546,U25138,L34657,X07767,R99907,M76558,U19969,X64229,U37673_,X56597,R53455,U01038,D43947,X54941,R23907,R90908,U12134,L25851,U10886,R45442,R59583,R16156,R74066,U26710,H87193,T41204,M91463,X77548,J00146,J04102,M20543,R20666,R42029,H64807,M25108,M25809,U36621,R78595,H20503,D28137,M81695,L40380,T77537,X76057,X62048,X85750,H74178,U31248_,X70297,M81840,D90041,R67999,D29808,Z33642,M69181,L38951,R44112,X56411,Y00796,M14603,X73882,T78323,M80359,M35531,R35903,X67325_,U25435,D37931,M15841,D59253,H77510,R78142,Class
47,6951.354,5565.7773,4480.785,3667.6465,4278.6167,7568.9287,6299.3613,5174.0913,4038.185,4831.826,7351.674,3543.9788,6017.5,5247.5674,6136.1,8252.908,6756.0225,4069.59,3938.1575,4974.4062,3151.0237,9734.153,5191.4336,5199.3486,3514.975,6789.4014,2365.9,5809.541,3799.4375,4098.03,8193.987,2092.2476,3630.6611,2888.33,1582.86,2216.5425,5038.4224,1624.57,3165.123,3165.123,3165.123,3165.123,5114.181,3227.0361,2163.55,2005.9512,5131.615,1916.4489,1899.2025,3713.1814,3713.1814,3713.1814,3713.1814,2816.5437,3076.913,2438.1526,3877.1812,3683.4214,2138.6667,4107.2476,1791.6942,4749.604,2304.4912,2815.514,2585.6963,1264.3824,1704.4125,2774.738,669.05,1100.7825,2232.512,3828.391,2801.2463,1519.8875,1361.4275,952.1788,1805.1125,1596.3025,1123.3687,1383.5325,2470.2405,2129.8203,1386.3717,1136.3275,2298.8525,3465.7925,1629.6143,2268.6687,1231.06,994.73627,4030.035,1694.155,1398.9226,1302.0225,1351.6663,802.7357,1237.3888,1033.1486,2240.4788,2758.245,3612.3975,2278.7788,3386.1963,5005.064,1976.7238,1038.5074,2226.609,634.135,1601.1812,828.8975,1410.5487,1512.4708,4244.266,3094.395,1051.2845,6650.5513,236.01,188.81667,161.20625,457.01376,702.3975,262.665,121.17794,329.0225,179.5425,300.0607,120.73,100.18625,142.51666,170.43,47.6325,162.34286,93.1275,427.75333,131.22125,69.3975,315.12625,179.27,378.8881,533.2325,124.99875,137.73,272.13,76.35375,245.73125,73.38571,525.3638,72.77125,91.05476,249.71875,425.70126,308.3881,181.99875,190.62024,206.8175,68.73453,207.47144,122.47,203.38,57.718334,54.87375,240.01324,221.32124,129.505,100.185,180.02975,75.457146,320.3275,1286.34,180.5075,75.18125,111.69125,146.335,108.66875,208.3,161.54375,478.2375,282.2025,45.97,252.575,694.77374,51.89625,65.07625,82.03625,193.78625,262.39374,108.79875,131.295,84.02738,99.580956,118.27125,100.14,29.84875,39.63875,22.986668,172.08624,48.6775,382.99625,154.77126,251.87,99.73875,Abnormal
48,6302.7764,4127.4976,3635.695,2604.7412,1796.4321,2736.157,3648.1038,2414.6438,3182.255,3196.1394,1735.0775,1866.5731,6146.016,4707.5864,2050.5583,6173.1,2143.0725,2272.514,2366.81,2444.8286,2238.89,4139.661,2323.9912,3918.9912,1657.3531,2073.5513,956.6667,2712.734,1308.5413,3633.0762,1190.3163,2852.4326,2861.675,2720.4238,1464.1975,1548.32,1220.0613,1470.0475,4547.7954,4547.7954,4547.7954,4547.7954,933.1275,5437.21,2166.256,1461.0662,804.07874,3021.195,1995.485,1690.2744,1690.2744,1690.2744,1690.2744,1197.7262,2593.8606,2741.28,2528.4812,1799.6893,4271.033,1012.88,1207.3058,1144.1038,1648.8562,1784.255,2525.6238,2485.6475,1836.145,1666.775,1539.9625,1670.12,1793.2262,580.29376,1601.8071,600.465,524.5613,1178.3988,1081.285,1613.645,616.4263,1425.7087,1365.7625,1128.256,1038.3733,1577.3975,1554.885,1341.2163,1074.9429,967.22876,1132.77,808.66125,979.2587,2012.0074,1540.9214,1493.0288,496.73376,730.5952,554.6838,826.9044,2489.36,847.57,2542.0337,1018.6688,1189.845,3025.3237,968.485,207.83624,469.765,607.5625,1147.1025,785.4412,3422.7224,1317.9375,2370.9463,1384.1825,1833.2726,1970.1562,178.2425,189.775,330.14374,115.86375,355.26874,131.9275,287.62207,47.08125,38.69375,206.42738,69.425,289.05,140.09286,36.44875,254.85625,71.21429,238.73,139.60667,32.87375,178.215,268.12625,106.93,144.16786,42.6,65.18625,105.8525,89.46375,22.7725,324.12125,96.73333,237.73,540.0087,181.1631,202.83,86.57375,311.14047,77.02375,147.28452,129.38875,190.2143,109.74167,77.51625,144.39,34.053333,79.9275,102.91029,69.6975,51.11,60.89,72.82857,10.041667,123.34625,343.19125,156.4775,111.92875,144.83125,191.1175,68.06,177.76875,256.2975,109.60833,237.71625,75.60125,157.585,117.86,78.8925,49.45375,153.99625,64.72375,195.52625,62.9475,112.65,123.63571,43.82976,257.44626,119.61625,40.24125,34.55,132.36667,118.73875,94.1575,307.23624,126.7875,79.68875,30.29125,Normal
49,6357.9214,3736.8455,2665.5913,2493.875,1306.2476,4092.718,3163.855,1077.6162,3865.8086,1923.3715,1210.8162,989.275,2881.5962,2263.236,1327.6643,3513.7334,1749.1638,960.1262,1644.8025,1823.785,2738.621,2311.44,2837.3225,1547.6487,601.55,1752.4083,621.60474,1293.4012,1975.8613,1274.575,849.095,1472.8362,1588.7087,1012.32,827.71625,2050.5237,972.24,621.03,2522.6467,2522.6467,2522.6467,2522.6467,860.6975,1144.615,2025.9125,1598.9738,795.6912,1132.9038,1172.23,1194.0647,1194.0647,1194.0647,1194.0647,1023.2063,1067.3857,1150.215,955.28,1682.525,1821.5917,816.4888,850.42883,675.8663,1343.3425,948.4775,1572.0975,1667.3313,1811.185,969.40717,831.3975,695.275,906.8119,334.76376,1048.3464,260.89124,652.2,612.89374,476.44,1203.425,321.33624,1188.4075,898.7531,517.43335,440.045,831.8275,763.4025,772.64374,880.5893,564.9988,800.2488,512.9487,551.6475,793.65375,895.2024,591.415,333.15,432.04285,242.615,822.9279,1076.4275,1115.05,1835.7388,1138.6663,683.1775,1259.5063,812.29626,652.91626,344.155,484.40125,596.1238,376.56,2715.4912,699.4375,1012.1188,388.3325,737.3595,589.0737,97.61625,126.63214,127.40625,53.465,133.16624,81.33875,116.92059,29.88125,20.53125,63.37381,57.09375,233.77625,35.338097,95.77125,99.68875,7.8059525,194.4675,7.738333,32.2825,81.1375,20.82,58.411667,134.1988,39.735,31.8175,88.33375,38.66125,37.075,32.0975,43.090477,45.5125,25.86625,56.24524,119.22875,42.85875,219.37143,59.96125,75.89762,69.71,85.692856,38.907143,80.96125,86.9025,64.21667,110.43,81.94706,18.4375,14.95,45.023335,40.29405,34.966667,84.04375,85.1575,64.48875,100.445,82.735,100.86875,62.35625,72.2425,173.4925,20.675,139.16,33.1125,61.93625,33.55875,76.41875,42.42875,114.65,77.81875,80.62,44.68625,30.81625,92.9,50.913094,156.0175,78.33625,60.5275,28.01125,38.13333,53.5575,120.07875,129.45625,95.69375,32.305,63.11625,Abnormal
50,7121.174,5346.6475,4254.1177,3399.709,4017.038,7158.918,5059.195,2970.6362,5341.0073,4779.288,2821.5974,2583.5864,4650.895,5976.109,2555.62,6192.3877,5407.1675,3898.8013,3718.7087,3559.775,4673.005,3745.3237,4060.945,1938.6838,2735.006,5584.45,1377.0857,3509.815,3843.1274,2385.4,2496.17,2133.675,4472.4414,1925.5125,1576.485,3106.4587,2725.8489,1773.9163,5819.4487,5819.4487,5819.4487,5819.4487,2117.3374,2916.9424,1406.7562,2774.37,2464.3887,1497.425,2203.6787,2596.5996,2596.5996,2596.5996,2596.5996,1805.4388,3397.0237,2441.0862,1652.1412,2789.025,2470.7625,3599.7024,1329.8981,2037.1226,1811.6963,1480.5012,1474.2675,1750.0238,2544.9138,1789.1333,1716.4463,1075.625,1939.0381,861.54376,1656.1964,847.15625,1178.2112,959.5175,936.585,1116.4213,658.66125,1449.9062,1319.5156,1164.4333,745.85333,1100.335,925.33374,2596.8726,1561.9178,1213.3625,631.04,449.38626,2177.2812,586.2512,1236.2618,1502.3962,482.23,652.28455,847.0613,1279.9529,1457.7388,1969.7125,1871.8638,1642.545,1422.54,2595.9326,1439.2913,1728.4113,1322.7262,660.89,1424.3663,503.205,3629.7524,730.2583,1877.4775,1131.6925,363.6238,1848.135,83.9725,126.76548,184.36874,112.9275,253.3375,74.10125,76.53088,104.5475,7.905,92.91309,8.8525,423.49625,52.864285,52.41875,439,186.03214,182.34375,62.546665,49.67125,317.7575,72.425,71.42833,113.19405,62.42,36.9175,76.875,32.81375,143.86125,89.89875,45.013096,114.57125,13.97125,114.54881,249.82625,102.4825,297.77737,71.6325,136.5357,74.71625,178.74405,141.23929,91.7575,140.39874,39.073334,90.3625,68.9147,144.23125,18.7775,41.85,68.53452,57.44643,17.3675,167.6825,80.1275,91.32875,201.28,46.89375,208.20876,104.73,230.63,164.4875,102.2375,28.4125,122.3025,63.09125,41.46875,131.58125,67.37625,64.815,136.75874,51.51875,68.0575,69.4881,58.720238,444.22626,99.49125,84.83125,24.94625,45.291668,81.83875,134.24875,81.9475,98.79125,148.10374,71.8,Normal
51,6870.3223,4751.761,4102.345,3182.0037,3193.6594,7264.9927,3777.5024,2669.4326,4191.89,4698.538,1019.0062,2190.1077,1816.495,2953.2976,1865.2988,4524.5293,3225.5862,923.4,2622.0725,3851.5076,3926.7725,4547.205,4155.9487,2961.5325,1889.2562,5670.2974,902.76666,1582.6412,2838.525,3715.7725,3990.585,1357.1625,4387.9863,2104.5188,1265.7612,2963.33,2857.98,1910.615,1941.043,1941.043,1941.043,1941.043,2072.7888,1728.5112,1872.6202,2057.2476,1140.3688,1023.5813,1831.8325,2587.573,2587.573,2587.573,2587.573,1374.8588,2439.5356,1346.9163,2592.0288,1764.975,1268.6292,1818.715,1507.7865,1705.4688,1517.8011,1131.1425,2518.9988,855.775,1057.9062,1093.181,504.40875,1206.6075,741.51904,269.365,723.1929,748.58,1477.6138,932.89874,868.7175,1485.3188,590.42377,1074.8864,602.58435,929.925,410.61334,1231.755,1288.2574,2312.5361,1923.7107,1906.495,680.47375,793.0538,1831.235,988.27124,282.87738,1211.46,812.5125,523.19165,589.47,998.9956,770.71375,2577.43,3020.2424,2092.3,821.7587,2130.9263,1244.6287,852.29,1345.91,612.42126,833.9875,435.105,992.83374,1175.0875,1192.7012,929.7925,798.0619,534.3862,91.47875,83.15476,190.70125,76.86125,192.69624,151.2975,86.91765,69.01,14.9,61.190475,12.35125,79.04875,48.45595,43.7925,53.75125,54.891666,81.18,88.66,45.88125,30.57125,51.87875,240.06168,227.74524,9.82,37.055,125.93875,58.0725,37.01125,50.95125,36.38214,88.78125,53.665,33.594048,142.15375,94.24625,339.60358,17.93625,95.580956,94.1025,7.227381,62.489285,64.12,130.6175,37.106667,89.54625,175.54265,37.54,43.8025,63.68,49.04524,24.928572,12.315,445.34625,43.03875,80.815,97.3225,37.30875,30.66875,20.81375,176.20625,121.57917,151.945,32.52875,83.46125,56.885,13.98875,71.26875,130.265,85.5375,55.89375,93.53625,62.8875,79.61429,74.28452,81.4775,26.39875,37.64,26.95,75.63333,29.6575,165.205,156.6525,73.13375,64.72125,47.57875,Normal
52,11605.972,8278.918,7316.104,3602.3518,8093.875,6572.75,4314.9814,5917.0264,7675.28,5028.7344,5096.509,4224.231,2309.1611,7860.9287,7190.9966,4295.821,8875.92,2813.41,2933.33,3462.9563,6774.865,10781.306,6473.4873,4618.1035,4620.1377,12061.6,2516.7024,6943.249,3135.0325,6089.8975,7018.5327,1814.3375,6491.285,2700.7524,1617.015,4989.661,6190.576,2229.6562,3442.1038,3442.1038,3442.1038,3442.1038,6315.5464,3493.485,1725.2188,3873.9724,6325.5913,1439.55,1549.795,3193.0637,3193.0637,3193.0637,3193.0637,1554.4137,3048.6213,4075.6426,2852.6975,2498.6833,2296.3708,5967.465,2885.45,4933.53,3146.04,1455.2538,4120.94,3246.385,1213.17,1289.0894,803.8275,882.76,1170.8452,2130.869,1273.2893,1976.7925,1743.5012,967.9375,1986.6775,1377.9762,1398.87,1119.2762,1067.4406,1215.0118,1629.2117,1629.3175,1336.3287,4658.4077,1642.4464,1765.16,1056.8263,804.7625,4621.995,1324.9012,770.8333,1945.2062,2619.744,660.83453,1557.09,1999.3824,871.0637,2141.0889,3667.3962,3975.9412,2345.1963,5360.1475,1242.8239,2171.2012,2348.9675,797.5737,1425.8788,406.76126,1443.4088,1314.9708,3393.265,4208.44,1759.6821,1045.015,103.89875,202.46071,180.74,372.14374,428.155,142.0425,79.88088,297.17374,149.695,148.72382,38.46625,102.335,108.91786,71.35375,80.9625,137.0881,89.41875,152.93668,144.13,78.19125,90.38,266.37668,371.03214,26.49,105.07125,161.7325,116.45375,77.65875,126.37,68.165474,253.965,50.61375,89.920235,163.9725,318.52,358.69168,93.1725,480.43213,115.42625,51.94881,94.54762,85.1925,122.93875,60.823334,69.70125,347.9544,101.04375,39.9875,75.23333,127.76429,50.511906,438.65,241.89874,103.2175,82.97125,243.48625,68.3675,196.38126,23.255,185.235,226.91667,133.0275,50.02125,216.98375,256.1525,89.145,150.53375,131.425,197.42876,51.8,71.0725,73.485,226.04643,118.15238,127.58125,86.525,61.835,35.3175,166.43832,29.24875,277.74875,329.37875,238.36874,169.66376,129.08624,Abnormal
53,7666.675,6409.739,6489.864,2451.118,4176.212,4654.6357,2321.5225,3520.3162,4477.451,7184.0713,2831.0913,2849.5923,1539.0225,3242.0425,3491.619,2595.5376,3740.6638,2738.0188,1440.5425,2716.055,3054.1611,7008.135,4304.8677,5379.28,2958.4187,6046.313,1717.2738,2585.6538,2186.6274,2565.065,2956.5237,2365.4536,4711.905,1991.8162,1281.0162,2707.2788,2857.015,1508.505,2158.5405,2158.5405,2158.5405,2158.5405,2967.485,4468.5225,1293.3219,1742.0588,2699.62,951.365,2492.7761,2774.2832,2774.2832,2774.2832,2774.2832,1325.5938,4100.7144,2018.975,1894.7788,1288.4489,2613.0376,2918.1675,1189.975,1932.035,1526.0312,586.1813,1439.7588,1284.75,404.9825,673.05237,691.20374,1867.8975,656.525,855.78,1876.75,1220.4137,1293.24,703.655,820.0975,844.3725,726.1287,718.705,1484.3281,728.7119,1223.07,719.1987,865.28375,2031.6412,1477.1964,1016.38,591.91125,449.9175,2062.8726,1432.6162,301.9643,1622.965,670.265,616.9905,805.71,898.49414,288.44125,1507.3013,3863.0376,1826.2375,1263.7524,2673.6462,840.82623,828.1925,1851.485,492.31876,641.16,367.5575,1500.1562,784.7125,1408.7688,1110.665,559.0881,668.25,67.265,43.50476,284.4575,127.63,146.285,67.09625,72.75,40.75,48.815,50.272617,24.70375,60.07625,62.95238,50.85125,98.88625,51.157143,84.90875,46.546665,49.50375,36.7125,24.94125,107.265,167.6988,18.3075,67.1275,130.68875,27.65875,33.05375,92.52,66.96429,112.86625,43.815,65.44762,138.89375,66.73625,328.25476,11.8275,143.68929,192.22375,62.29643,27.165476,51.98375,135.44376,37.78,49.24625,111.825,41.02125,12.625,26.878332,55.24524,37.2,30.9375,81.83375,52.9125,57.30625,158.66624,31.04375,52.51625,13.35375,118.9325,74.82083,70.95625,48.38,133.99875,62.81625,19.1375,44.21,62.93375,63.4375,36.98375,38.595,60.87875,7.544048,34.45476,225.64,36.6025,81.75625,8.84875,70.15833,37.53,100.54625,95.3375,95.475,81.32875,43.6625,Abnormal
54,4177.2837,4984.0977,4585.899,3165.1555,3051.5571,3404.4,2389.89,3228.6475,2292.2087,4501.6704,3206.4988,2421.4768,1859.28,5320.0938,3043.6892,5520.967,3162.4536,3021.4026,1425.25,1455.4225,1433.8137,4249.485,1514.38,4041.1975,2153.756,4263.9,1380.1119,2961.5212,1499.6086,3483.9924,1976.9088,2675.0938,3628.4824,2835.3674,569.32,741.6238,2368.1938,2018.5713,2997.398,2997.398,2997.398,2997.398,1994.06,5478.411,1580.6733,730.0087,2561.3962,1030.5063,2149.5486,1729.1255,1729.1255,1729.1255,1729.1255,958.27374,3316.6511,2798.234,1704.7863,1075.5393,3630.4668,2160.955,1469.9596,1728.1888,799.335,711.48126,1101.5488,2953.9912,1311.4539,713.7357,789.3063,1828.8375,934.17145,853.13873,665.1607,837.59,524.665,960.71,1287.555,1469.5663,744.2925,1103.6912,611.1312,1007.1905,729.17834,815.4875,715.48126,1725.7112,1383.482,401.96,740.76874,710.8425,1629.6075,1656.515,328.92142,1663.9463,578.76373,633.40356,874.225,1081.0559,946.95,648.01874,1798.3011,599.175,1820.3462,2633.88,549.55,208.66875,898.7,530.64374,481.105,780.35626,4200.794,1078.0375,1961.64,1265.5837,218.79286,1510.65,127.36625,85.26667,383.11124,235.01875,285.36374,110.96875,135.37646,103.77625,52.255,54.93095,40.9275,98.0825,111.82976,68.13625,235.9725,104.31905,56.2825,91.121666,83.5775,207.08624,56.515,68.28167,114.10833,32.4475,66.9825,69.11125,32.2625,90.63375,193.26875,116.93929,136.8825,84.5125,149.02618,207.7225,106.905,224.73334,52.25625,187.68333,129.79124,238.11786,135.375,107.64375,139.88126,70.52,59.32,121.65882,148.5525,66.23625,92.43166,78.61429,39.528572,156.3325,199.00874,145.42625,21.41875,268.26126,68.6825,81.00125,56.22875,222.81125,144.25833,207.92,75.78625,56.09375,81.44375,221.81625,35.32,144.30624,49.6625,48.61,72.17125,96.67875,55.17143,48.270237,388.3025,146.05125,18.7825,66.09125,22.466667,54.9075,90.18,272.54874,77.93375,131.01375,35.545,Normal
55,5777.174,3387.8933,2413.6526,2843.2625,1467.0393,1928.775,2793.6138,1844.9625,3297.4011,3073.1333,2266.2063,1747.127,2105.7363,1895.8125,938.95953,3531.579,2499.9824,1808.725,1879.2087,2005.3412,2140.16,3340.21,1673.5062,1900.075,1338.6094,3509.094,1075.8214,3174.8337,984.3775,2280.18,1155.8613,1180.19,1575.6825,1229.3662,889.70874,1435.22,1635.4838,720.6875,1601.8868,1601.8868,1601.8868,1601.8868,1360.9637,2504.1763,1747.5391,1421.0112,651.3575,992.5737,1006.4788,1633.7502,1633.7502,1633.7502,1633.7502,1059.675,1150.1833,1460,1195.2925,1693.7952,2249.1917,1185.095,924.57306,1251.4575,1467.8662,1196.3738,1779.7437,966.5075,816.8038,493.50476,839.0625,524.5075,938.4631,805.5725,612.5607,513.01624,758.95374,459.14874,1051.7762,974.045,480.79,1093.4238,622.97186,763.8393,609.2417,716.7488,1407.6287,1455.9075,1098.0286,589.21625,815.5975,576.405,1103.7125,649.98126,673.0119,845.36,1016.1312,612.5917,463.105,813.5294,553.4525,1069.79,989.5037,1076.4812,736.31,744.7825,831.3738,448.78375,773.15625,522.2025,722.2425,840.265,1476.1675,719.31665,1725.07,878.02875,312.0869,2453.05,92.2875,69.32262,280.68375,36.27125,169.68875,147.71625,16.216175,266.28,53.95125,101.25119,75.1775,96.6025,66.5119,49.5975,54.49625,69.02619,107.20625,89.785,10.98125,60.0275,93.5875,19.178333,183.97739,69.76375,72.35,72.1575,137.73625,83.835,109.8875,61.69762,188.2475,49.89125,12.688095,101.02625,102.93375,136.4881,50.81625,153.06786,109.15375,69.86429,37.689285,52.7625,48.17875,33.016666,56.09,81.24559,47.82375,45.1025,42.353333,127.7869,47.86905,109.78625,684.135,98.64125,55.78125,90.30625,48.69875,44.35625,47.0875,97.84125,63.466667,121.84375,48.22125,42.825,61.6875,17.3925,76.26125,98.93375,103.88625,109.2675,31.14875,72.64875,11.865476,21.62381,377.79626,53.05875,17.905,19.9925,22.368334,35.34375,32.42,122.54,146.98375,92.9925,67.79875,Normal
56,4527.004,2912.307,2124.9888,2609.05,2077.968,2888.5642,2661.26,1842.1538,995.79,2460.3333,2475.54,1496.0404,2282.8474,3760.6826,2101.5298,2825.1582,2603.859,1989.2988,1517.4625,1902.4188,1319.4163,3727.3088,1412.155,1683.8163,1305.6969,2187.0452,901.6107,3017.2,1450.425,2553.1238,1626.7412,1533.6226,1818.0688,1307.7588,461.22125,701.135,1752.6825,672.5175,2453.6443,2453.6443,2453.6443,2453.6443,1450.8813,1515.1587,1457.2797,552.54877,1843.47,1201.8289,1396.6013,1192.9579,1192.9579,1192.9579,1192.9579,899.01373,1192.55,1776.175,1535.0675,1491.5774,2141.1458,1343.2112,1126.8673,890.85626,801.6,630.02625,1081.59,2716.5437,1476.315,710.7559,896.025,569.945,645.0095,852.67377,595.2679,510.5825,442.025,458.96875,921.3275,799.54,363.20624,840.3525,583.2656,1017.5429,476.595,601.4325,844.4387,1182.6238,770.29285,546.83374,665.27374,410.775,1044.8975,987.6262,736.5857,924.79126,401.9725,463.7857,369.38126,943.7088,783.7775,835.805,1170.3011,568.4913,1312.5024,2275.1587,708.72,264.675,633.16,404.9575,632.35376,352.76624,2336.7761,550.7417,2141.1714,936.41376,467.64523,1520.3687,67.76875,104.18095,213.73,144.98875,256.64374,81.015,73.48676,74.76875,64.47625,60.564285,62.135,180.72375,50.613094,47.57875,260.4175,67.61905,68.7175,61.171665,47.70375,175.7825,37.1825,60.671665,68.48214,41.43,29.5775,62.37625,28.7,73.61875,68.305,44.25833,137.87375,26.0525,65.688095,232.15125,110.39625,87.564285,35.525,166.16667,51.38875,76.67143,120.175,43.44875,121.88375,74.51667,42.035,101.34265,54.28375,53.8975,26.89,55.54286,18.82619,98.76,194.52374,81.655,32.5475,80.2025,70.595,95.44,29.32875,99.20375,68.44583,88.84625,34.65625,39.6225,98.36375,152.3125,50.6025,85.26,46.95375,73.53875,32.82625,45.47875,59.604763,17.827381,300.90125,65.4925,6.47125,8.33375,69.20333,42.345,58.62,70.54375,68.30875,69.33625,20.4575,Abnormal
57,4653.2373,6251.5566,4947.1226,3763.5464,2737.1606,2792.532,2005.7125,2201.1775,2919.9187,4304.52,3431.5662,2122.3596,2822.3962,3008.3174,1941.9905,2817.8042,2185.6562,1898.2925,1456.71,2051.3826,2400.5862,2481.8926,2075.609,3912.4412,1843.0906,3177.3286,1108.1143,3163.755,1501.2162,2256.8926,1743.5737,1964.0837,4127.279,2214.14,1004.5112,1243.3875,1786.6825,1781.7,1827.8485,1827.8485,1827.8485,1827.8485,1314.36,5019.879,1125.3,678.5125,793.04626,658.90375,1828.965,1149.3347,1149.3347,1149.3347,1149.3347,813.72125,1563.9833,621.6937,1712.2637,1357.3881,4304.0874,1253.24,996.5615,1007.62,903.7325,641.205,1244.5587,1491.5487,558.525,803.2643,477.34375,1168.0975,509.55594,815.5775,1686.2893,505.33624,539.2975,608.77625,1693.95,768.9575,438.115,787.5513,1430.253,951.74884,260.75,655.09875,510.56,1170.8726,1279.0143,656.53,998.54376,766.42377,827.8738,1016.0762,541.59045,1249.6086,369.59,890.60596,425.75876,420.12354,462.54,835.115,1692.0162,756.3375,520.5538,1126.6414,591.1425,312.32626,657.185,519.33374,542.17,903.72626,3015.0325,655.75415,2219.0264,637.0325,193.3607,2600.845,8.10375,67.692856,275.33124,22.4025,161.14874,68.37,20.266176,36.18625,45.895,17.79881,51.14,69.74875,72.37262,35.7425,90.615,127.50714,108.37,7.8483334,18.25625,53.5475,31.62375,60.321667,67.832146,19.765,79.08625,50.86375,13.5925,46.2825,84.53,56.714287,83.6975,94.69625,53.70476,46.1375,31.21875,336.61548,7.28125,88.3381,125.015,36.010715,33.67619,77.395,45.5325,23.875,41.955,81.71471,51.99125,15.6875,182.47166,228.76666,24.22381,19.5425,364.35126,163.19624,58.54125,21.81625,48.80625,23.1625,19.92625,88.97875,139.91667,64.96375,108.0175,99.50875,48.85625,30.83625,28.00375,101.95375,24.91875,53.63,38.41375,89.39375,39.54881,11.085714,613.9625,152.135,116.42,41.49625,6.4583335,6.4475,40.3025,122.23625,54.86375,64.57125,29.665,Abnormal
58,4972.166,4173.918,3668.5337,1567.5554,1570.4406,3466.8108,2106.4988,1535.7574,1887.6212,3519.6,1398.4675,1291.8173,886.01874,937.2375,1876.1274,1591.5958,1435.05,848.9675,1235.0511,1651.6038,2728.3325,1587.9539,2231.07,2202.5989,1186.0438,2564.9346,772.20953,1205.9475,2035.7137,824.305,1470.9713,1325.2125,3051.5288,973.625,781.6775,1907.5413,1263.22,685.9825,850.0457,850.0457,850.0457,850.0457,1390.49,1906.195,560.6375,1116.6925,1780.7438,449.1325,778.33,1071.3666,1071.3666,1071.3666,1071.3666,895.525,1747.3048,546.45374,595.6625,1059.0035,1617.575,622.6188,358.53076,852.47,1191.38,402.8375,736.7525,536.5525,306.52625,480.41428,346.30624,347.195,366.52618,418.32,825.2857,395.44876,630.7175,299.82376,343.07626,445.40125,280.22626,504.39374,686.33124,290.3881,456.695,271.49625,443.58,727.65625,1169.5321,723.17377,304.54,274.92374,700.53375,616.165,269.49048,818.0012,338.775,293.0107,328.4625,640.8397,213.00874,1330.7062,1141.3162,1048.5613,468.0825,904.63873,599.13873,971.915,573.41876,316.9525,405.41125,223.96375,746.515,314.10834,1069.3625,307.85626,370.66904,221.47874,21.73125,82.12857,128.2225,43.71875,67.79875,78.9875,19,26.43125,23.895,41.56905,29.96,15.57,62.528572,29.48625,36.46,24.7,42.46375,14.815,16.02375,9.035,7.6375,30.996668,114.52738,7.6175,78.95375,53.94125,42.14125,22.67125,80.6275,44.721428,30.60125,38.30125,35.030952,68.9325,52.6975,116.99048,74.90875,49.74167,78.84375,55.404762,15.707143,51.03625,133.38126,16.721666,18.24375,31.782352,12.02,17.6125,10.531667,13.009524,6.9785714,6.9775,29.31875,35.93625,29.605,114.7125,54.80125,30.0625,8.64125,57.79625,18.454166,36.49625,26.4025,6.74875,44.90125,6.715,25.24875,34.78875,38.76125,26.15375,31.67375,19.205,18.02143,24.125,249.2,70.295,60.07375,13.93375,22.55,10.44125,32.77125,185.2825,107.1975,22.98125,54.58625,Abnormal
